scan_date,symbol,name,market,close,open,high,low,volume,pivot_high,volume_ma20,volume_ratio,price_change_pct,score
2026-02-08,005490,POSCO홀딩스,KOSPI,626818,88479,526919,142337,6276722,314659,6423634,4.2,22.04,1310.9
2026-02-02,055550,신한지주,KOSPI,304801,545948,476833,249659,2582524,151639,8231838,9.8,9.39,1309.4
2026-02-01,105560,KB금융,KOSPI,763536,492666,675380,116613,7455324,450156,8852574,13.9,28.99,1305.1
2026-02-07,006400,삼성SDI,KOSPI,486390,685770,675084,698458,4786401,597957,7381684,12.1,10.5,1304.2
2026-02-09,005380,현대차,KOSPI,542296,327896,405007,703534,7668663,731403,2347467,21.5,24.83,1303.1
2026-02-12,035420,NAVER,KOSPI,449407,676410,606329,359222,8612081,580108,8217547,3.8,19.56,1293.9
2026-02-26,012330,현대모비스,KOSPI,626820,78223,534045,792776,4517316,509753,5887726,21.0,-2.58,1286.9
2026-02-27,000270,기아,KOSPI,563261,603349,720153,378628,7520284,691003,7585795,15.3,7.18,1283.7
2026-02-19,068270,셀트리온,KOSPI,655693,288596,103849,661868,9060593,228794,9795159,16.3,16.69,1277.6
2026-02-09,005930,삼성전자,KOSPI,168972,533863,173172,729172,3583206,572584,5896624,13.5,4.57,1268.6
2026-02-11,006400,삼성SDI,KOSPI,439033,753055,780316,616432,8031780,665870,3592464,22.3,17.92,1267.2
2026-02-13,055550,신한지주,KOSPI,670148,108900,419038,581981,2244712,375486,8746753,12.1,-3.01,1264.4
2026-02-17,005490,POSCO홀딩스,KOSPI,411249,184568,628083,720872,4052834,185300,8258130,13.3,25.39,1263.9
2026-02-20,051910,LG화학,KOSPI,351602,798831,132868,413188,8421839,737836,5302415,19.1,2.49,1259.1
2026-02-28,000270,기아,KOSPI,147666,530718,715678,746405,7009980,116407,9966154,10.8,28.88,1254.8
2026-02-22,000270,기아,KOSPI,109185,196942,578373,353314,4928578,654095,6350316,15.1,22.04,1245.7
2026-02-15,012330,현대모비스,KOSPI,137949,218099,336042,521145,9612629,204506,8339571,3.7,26.87,1243.4
2026-02-21,035420,NAVER,KOSPI,528987,641303,110541,635941,8757420,755448,6170227,18.5,8.86,1243.0
2026-02-08,068270,셀트리온,KOSPI,386653,752685,159680,218637,6533187,481641,9312590,8.3,28.08,1239.0
2026-02-13,207940,삼성바이오로직스,KOSPI,501574,234229,185461,448676,9935249,787852,4860617,13.3,24.17,1228.7
2026-02-24,005490,POSCO홀딩스,KOSPI,67538,605134,338086,611762,5809835,67975,9425786,20.6,18.59,1228.6
2026-02-13,005930,삼성전자,KOSPI,704858,388908,707685,381495,3532644,511124,2145653,12.5,17.1,1214.9
2026-02-28,051910,LG화학,KOSPI,759083,461776,563234,199077,5508325,708309,7949543,10.3,-2.36,1212.4
2026-02-09,005490,POSCO홀딩스,KOSPI,108845,357618,425876,443049,8225725,202640,5096953,14.0,14.81,1209.5
2026-02-26,105560,KB금융,KOSPI,479016,755668,573557,195939,6080688,303777,5239295,17.0,20.03,1204.7
2026-02-05,028260,삼성물산,KOSPI,747229,447562,760219,232480,6049101,475800,1006810,8.6,2.36,1200.1
2026-02-28,005490,POSCO홀딩스,KOSPI,147616,472419,590659,341740,7191986,526782,9188027,9.2,-4.91,1183.8
2026-02-19,005490,POSCO홀딩스,KOSPI,551608,601002,445129,378993,3905518,531992,9944387,9.5,7.4,1180.8
2026-02-15,051910,LG화학,KOSPI,441435,315971,67031,424440,2133461,411551,5045421,18.7,16.99,1180.1
2026-02-05,055550,신한지주,KOSPI,375498,285552,258802,204511,1409790,98458,5107776,24.6,16.39,1175.9
2026-02-16,005490,POSCO홀딩스,KOSPI,451451,644799,83958,684487,3574265,762048,8548448,23.8,8.02,1168.3
2026-02-12,012330,현대모비스,KOSPI,273072,212246,738637,555612,4762204,163475,6873938,21.4,7.86,1167.6
2026-02-12,005490,POSCO홀딩스,KOSPI,651987,287144,499956,638215,1440466,688577,5487028,2.2,4.56,1167.4
2026-02-28,035720,카카오,KOSPI,112165,340794,737757,183051,3226183,311805,3453557,18.2,24.0,1166.1
2026-02-28,068270,셀트리온,KOSPI,767956,565611,485820,794638,8446596,562438,3806047,3.4,-3.92,1165.5
2026-02-28,005380,현대차,KOSPI,585618,168710,650534,169754,5494430,619488,7154919,14.2,21.49,1164.0
2026-02-27,028260,삼성물산,KOSPI,693937,256909,521413,670970,8206700,457723,1074659,18.1,2.2,1153.3
2026-02-15,035420,NAVER,KOSPI,705087,223580,508933,95814,7893063,431995,4985095,24.3,16.37,1153.3
2026-02-24,006400,삼성SDI,KOSPI,619408,640882,740077,84500,4009069,379761,1262699,24.1,15.55,1153.2
2026-02-10,035720,카카오,KOSPI,360244,783247,359571,73005,7640518,337813,1135861,14.8,19.0,1142.5
2026-02-15,055550,신한지주,KOSPI,251332,287547,194247,212471,2294615,360160,2696860,13.4,13.89,1134.1
2026-02-04,005930,삼성전자,KOSPI,637080,476117,700810,212060,4971793,220395,3970445,22.2,-4.13,1131.2
2026-02-16,035420,NAVER,KOSPI,651800,194383,605178,434774,7677903,379657,5675638,7.4,-1.03,1129.9
2026-02-17,028260,삼성물산,KOSPI,510959,485810,557774,537002,4422938,406717,3410360,8.8,20.14,1127.9
2026-02-01,028260,삼성물산,KOSPI,402944,157175,147251,448382,2622631,426417,6770619,15.7,23.25,1121.6
2026-02-18,035420,NAVER,KOSPI,433366,201275,258727,681728,9541658,470884,9389915,2.4,-3.64,1099.0
2026-02-17,035720,카카오,KOSPI,385112,750280,414301,794007,2089496,626713,5871470,22.4,24.8,1096.5
2026-02-09,000660,SK하이닉스,KOSPI,387408,247816,781380,300405,7425184,294907,7891662,2.5,21.06,1087.3
2026-02-01,035420,NAVER,KOSPI,81244,148246,279258,293962,9478454,681262,1445199,14.7,20.06,1081.9
2026-02-05,051910,LG화학,KOSPI,618969,538557,485970,115290,4470105,490552,7534336,22.8,15.44,1073.7
2026-02-25,006400,삼성SDI,KOSPI,700318,448343,395549,511607,6615941,501533,3283789,8.6,16.11,1073.4
2026-02-15,000270,기아,KOSPI,602108,89581,744083,403123,3198638,676258,7320310,5.1,1.33,1070.0
2026-02-03,207940,삼성바이오로직스,KOSPI,219430,513298,628478,789945,8175395,638153,1162230,4.1,28.08,1067.4
2026-02-07,012330,현대모비스,KOSPI,742509,135131,214686,301516,3916107,628805,2259379,5.2,9.3,1065.1
2026-02-18,207940,삼성바이오로직스,KOSPI,67445,436251,397329,756537,2838859,486774,6161977,20.2,20.39,1063.3
2026-02-07,000270,기아,KOSPI,542738,355407,84225,292720,5833597,791296,5743227,18.0,10.89,1062.3
2026-02-24,005930,삼성전자,KOSPI,466176,132857,441172,475750,8700704,642447,5080351,24.8,2.91,1057.7
2026-02-17,051910,LG화학,KOSPI,551916,601231,480749,479322,2237331,181414,6318841,16.6,10.75,1052.2
2026-02-16,006400,삼성SDI,KOSPI,506068,337892,720532,110144,2258981,753787,7815076,10.0,23.04,1051.2
2026-02-14,035420,NAVER,KOSPI,599525,598141,689427,216457,7105194,440963,5746166,10.6,22.11,1050.5
2026-02-08,005930,삼성전자,KOSPI,134349,677086,91797,503014,6407658,683039,5200476,2.1,3.01,1044.0
2026-02-27,207940,삼성바이오로직스,KOSPI,115602,655393,156694,612968,4136665,433561,6469119,6.1,-1.01,1039.0
2026-02-03,005930,삼성전자,KOSPI,657040,673398,91672,699468,2375453,489589,9770838,8.9,4.13,1037.6
2026-02-12,105560,KB금융,KOSPI,645164,675185,139083,105164,3610197,215056,1834876,17.3,4.52,1026.7
2026-02-14,028260,삼성물산,KOSPI,738457,681977,207677,399555,2367376,661046,3372774,23.0,5.86,1018.5
2026-02-05,207940,삼성바이오로직스,KOSPI,527538,484572,710356,653634,4262081,780180,7442089,13.1,3.54,1018.5
2026-02-03,028260,삼성물산,KOSPI,122132,306150,437477,348830,3646552,509469,6075395,15.9,29.55,1015.6
2026-02-26,005380,현대차,KOSPI,88551,426993,785716,612986,2425760,164682,5164624,17.0,7.43,1005.8
2026-02-22,068270,셀트리온,KOSPI,122371,545002,83276,351036,7859648,238724,3272119,19.5,29.24,1004.2
2026-02-13,035420,NAVER,KOSPI,737351,129013,235751,708452,9289908,536490,8531380,17.5,25.87,1000.2
2026-02-17,207940,삼성바이오로직스,KOSPI,132690,312778,255837,715905,5604524,181250,6080553,15.9,-1.73,997.4
2026-02-15,006400,삼성SDI,KOSPI,688457,603408,493814,166587,5833542,299183,6052478,4.4,3.35,994.5
2026-02-05,005930,삼성전자,KOSPI,579298,497470,624485,517574,3670226,547732,8550917,7.6,3.65,992.7
2026-02-24,051910,LG화학,KOSPI,134532,735491,731463,83223,2568678,474965,7362994,10.4,11.66,991.4
2026-02-15,207940,삼성바이오로직스,KOSPI,428120,120966,601613,620511,9511546,582280,1341153,10.7,11.45,989.9
2026-02-18,035720,카카오,KOSPI,178473,330464,521435,309961,3363534,151514,1849015,8.3,8.45,961.5
2026-02-11,068270,셀트리온,KOSPI,116645,549380,520050,429625,9610704,672503,2829622,12.1,2.75,961.1
2026-02-05,035720,카카오,KOSPI,177253,528634,189816,537213,9910914,636075,6323376,23.8,26.2,957.7
2026-02-06,055550,신한지주,KOSPI,182352,546564,751978,169946,4656838,537623,5299055,19.5,0.87,950.1
2026-02-25,055550,신한지주,KOSPI,772794,132237,575119,412659,1900876,152430,8333124,7.0,-2.34,947.2
2026-02-11,207940,삼성바이오로직스,KOSPI,121942,631128,267220,664867,4623062,294316,6512314,19.7,22.6,934.4
2026-02-22,005380,현대차,KOSPI,339039,247636,168326,83782,8033690,694793,1262492,7.2,-2.64,931.5
2026-02-26,068270,셀트리온,KOSPI,593998,635098,658717,771068,4708297,517432,7276684,10.7,22.03,924.0
2026-02-02,005490,POSCO홀딩스,KOSPI,592717,523417,176882,309947,4769795,117136,6672134,2.0,14.39,923.8
2026-02-09,051910,LG화학,KOSPI,123201,339666,485098,406385,9518424,330150,1043037,8.1,5.45,921.7
2026-02-01,005380,현대차,KOSPI,724079,531141,199811,327746,3342608,308607,5408072,19.1,10.0,916.9
2026-02-10,207940,삼성바이오로직스,KOSPI,741201,763928,193423,708765,2630140,707937,1661401,8.8,10.43,911.4
2026-02-03,012330,현대모비스,KOSPI,527110,349105,493555,780429,9164991,212316,4185957,8.5,28.9,910.9
2026-02-12,000660,SK하이닉스,KOSPI,178168,480764,420774,747660,8095702,103945,5825620,15.6,7.31,909.1
2026-02-02,000270,기아,KOSPI,299565,342004,751474,558993,4594297,615427,3219824,18.5,25.88,906.7
2026-02-13,105560,KB금융,KOSPI,125576,466359,94357,507409,1314430,532087,2306317,21.8,15.15,902.8
2026-02-24,105560,KB금융,KOSPI,323441,630189,662401,657275,8005797,359531,3557039,6.1,3.05,897.7
2026-02-03,035420,NAVER,KOSPI,582496,134002,244851,121849,2140194,758011,4946066,11.0,27.96,897.5
2026-02-20,012330,현대모비스,KOSPI,168118,396747,220387,531206,5316188,245243,1236293,18.8,22.68,894.9
2026-02-11,035420,NAVER,KOSPI,526805,146126,744963,272409,1358318,103035,6595355,7.2,-0.59,890.4
2026-02-23,055550,신한지주,KOSPI,614058,546520,302673,286290,6045519,791948,3421820,20.4,27.02,887.3
2026-02-07,005380,현대차,KOSPI,655050,710021,769796,106213,3545556,206445,6097514,3.5,3.69,881.3
2026-02-03,035720,카카오,KOSPI,58203,750305,631542,363921,2737893,190814,5437001,4.2,-1.25,874.5
2026-02-15,000660,SK하이닉스,KOSPI,195534,789808,541897,520392,1088100,133074,1318832,7.5,24.22,868.3
2026-02-22,035420,NAVER,KOSPI,490781,442650,451058,520325,7333337,443892,2346371,17.5,18.16,855.0
2026-02-01,068270,셀트리온,KOSPI,372451,301083,110738,302572,2321324,139814,9153566,20.7,29.23,845.8
2026-02-20,028260,삼성물산,KOSPI,334303,639318,779988,334815,3303058,164532,5014486,7.2,18.44,843.5
2026-02-07,207940,삼성바이오로직스,KOSPI,611894,773688,244143,250845,4630331,557719,5638893,18.5,29.18,834.5
2026-02-15,068270,셀트리온,KOSPI,200551,355420,500089,51640,6919270,302249,7988844,5.9,18.39,832.9
2026-02-08,000660,SK하이닉스,KOSPI,653139,665643,71753,754938,5521644,654238,1674975,19.4,1.13,826.5
2026-02-21,005380,현대차,KOSPI,763341,265379,661474,562573,2525747,585167,8473959,20.5,10.87,818.5
2026-02-25,068270,셀트리온,KOSPI,516339,427400,332870,157197,3223098,141537,4143912,11.6,14.49,817.4
2026-02-18,000660,SK하이닉스,KOSPI,310330,217457,393341,655748,6246485,249055,3673322,13.2,13.02,798.3
2026-02-08,028260,삼성물산,KOSPI,51206,739606,618950,534417,7933143,106837,4147112,13.7,16.79,797.9
2026-02-28,005930,삼성전자,KOSPI,356278,84283,338204,285765,5843084,226379,8672579,14.8,22.04,793.4
2026-02-08,035420,NAVER,KOSPI,510485,180394,541465,772131,6101803,783723,7752972,23.7,12.52,791.3
2026-02-07,068270,셀트리온,KOSPI,551968,511865,407256,243319,1861958,314742,9014965,4.2,-2.71,788.4
2026-02-24,012330,현대모비스,KOSPI,307666,573555,627390,736406,6663388,319826,9197701,24.2,17.46,786.8
2026-02-06,028260,삼성물산,KOSPI,608623,499186,743655,438571,2156902,580538,6724909,1.8,9.7,786.3
2026-02-06,000660,SK하이닉스,KOSPI,305709,537282,647530,689979,7358385,402737,1481506,13.1,6.38,782.6
2026-02-18,068270,셀트리온,KOSPI,696447,363769,672565,402713,9511333,584473,9931180,13.0,14.7,764.8
2026-02-15,005930,삼성전자,KOSPI,79556,384165,153896,799421,6625238,203143,3308538,2.4,27.11,761.4
2026-02-04,005380,현대차,KOSPI,398321,481712,752448,310222,5476257,216931,2813543,10.5,-3.64,759.0
2026-02-23,005380,현대차,KOSPI,346809,449152,538899,609572,7027375,373404,5388275,10.0,25.9,752.4
2026-02-10,000660,SK하이닉스,KOSPI,661484,200069,293467,533550,5261032,531894,5283671,17.2,26.46,751.4
2026-02-01,005490,POSCO홀딩스,KOSPI,422528,269684,752729,329946,2197935,688720,3871230,14.1,3.57,747.2
2026-02-09,000270,기아,KOSPI,741998,563425,205813,518238,9125900,411888,6577416,14.5,14.02,737.5
2026-02-01,012330,현대모비스,KOSPI,62038,763328,170116,764825,5476583,722097,6707197,4.1,10.22,735.2
2026-02-28,012330,현대모비스,KOSPI,512806,622892,279157,495807,2718262,735424,5152891,8.5,29.98,729.6
2026-02-21,000270,기아,KOSPI,641573,167659,114758,624251,9480665,261976,3514105,5.4,24.91,718.6
2026-02-26,000660,SK하이닉스,KOSPI,198557,415249,377040,409731,8639213,266916,9742856,12.8,11.67,713.4
2026-02-04,000660,SK하이닉스,KOSPI,323903,237241,658792,328361,1641849,163668,8290770,9.6,22.52,711.0
2026-02-28,006400,삼성SDI,KOSPI,415509,141208,510398,173088,4975295,270073,6882609,21.7,16.36,699.4
2026-02-16,000270,기아,KOSPI,455426,405505,245892,570306,9347057,435191,9712003,7.8,-2.11,694.3
2026-02-05,068270,셀트리온,KOSPI,653655,448858,550149,56182,6901533,363118,7542890,21.6,28.37,686.6
2026-02-26,035720,카카오,KOSPI,127558,520880,676979,552514,7724393,610324,9499549,23.2,25.44,685.6
2026-02-12,055550,신한지주,KOSPI,732535,628116,275468,500961,8575834,289592,7942639,9.5,10.87,682.4
2026-02-25,207940,삼성바이오로직스,KOSPI,158310,77537,143972,421106,2561359,675920,6443037,21.8,-4.57,679.3
2026-02-19,006400,삼성SDI,KOSPI,204954,763793,303961,83104,2843740,250051,1317716,11.9,9.66,678.1
2026-02-28,207940,삼성바이오로직스,KOSPI,788253,356849,353387,650556,5485272,589403,2597613,4.7,21.25,676.2
2026-02-24,055550,신한지주,KOSPI,528160,441329,113386,697847,9106820,741309,9184838,1.9,13.63,675.9
2026-02-08,051910,LG화학,KOSPI,513711,341668,240305,663762,8312936,715620,9249789,24.3,11.45,671.7
2026-02-11,000660,SK하이닉스,KOSPI,393939,689717,282120,729112,2060605,716269,8789116,22.9,5.58,671.6
2026-02-05,000660,SK하이닉스,KOSPI,616390,134491,195095,208157,4879923,451641,3563646,18.1,-2.75,670.6
2026-02-25,005490,POSCO홀딩스,KOSPI,308568,705395,569886,672651,4280754,530102,2794698,4.7,-4.76,654.0
2026-02-27,055550,신한지주,KOSPI,397067,637044,497080,534498,4889890,474723,4094587,5.9,18.01,653.8
2026-02-18,028260,삼성물산,KOSPI,546756,594559,529187,206175,9648751,196570,6502353,23.4,6.15,650.1
2026-02-11,012330,현대모비스,KOSPI,196566,97549,89019,369149,9264869,171761,2630611,7.0,13.81,644.1
2026-02-18,000270,기아,KOSPI,433545,472842,433713,97440,7720644,103642,4265774,10.0,5.1,640.9
2026-02-27,012330,현대모비스,KOSPI,172629,241936,441439,777120,3371602,585638,7517332,11.3,-0.17,637.2
2026-02-21,000660,SK하이닉스,KOSPI,470304,751765,150018,243757,3359075,550646,6429135,23.5,-4.76,637.0
2026-02-15,005380,현대차,KOSPI,416566,77965,485050,105843,7651393,576392,7274032,7.0,29.81,624.9
2026-02-21,035720,카카오,KOSPI,435397,694481,281577,279772,3240912,551410,3570027,12.2,29.61,623.1
2026-02-02,000660,SK하이닉스,KOSPI,686059,493692,272086,615492,4374754,797581,6229731,10.9,18.51,622.8
2026-02-11,000270,기아,KOSPI,757166,466716,634384,433542,2515030,463741,1233516,7.7,-0.67,616.0
2026-02-16,028260,삼성물산,KOSPI,82653,199715,687086,761027,8351320,86489,3117788,3.1,22.25,612.9
2026-02-01,006400,삼성SDI,KOSPI,442077,219396,615579,606116,1009594,678038,6438436,13.0,-1.08,608.2
2026-02-11,028260,삼성물산,KOSPI,695558,477940,343328,84305,7216461,277823,8438733,12.0,3.26,607.8
2026-02-21,028260,삼성물산,KOSPI,786038,625914,543699,613628,4664338,309486,2373555,13.8,13.49,606.5
2026-02-10,068270,셀트리온,KOSPI,773846,312246,529027,366797,4342306,453380,9106886,4.0,8.35,602.5
2026-02-16,005930,삼성전자,KOSPI,375138,590418,467568,619408,8942330,315618,1614394,19.2,1.69,599.8
2026-02-24,035720,카카오,KOSPI,237974,162214,150992,599857,3498085,302674,4220085,16.1,3.83,596.2
2026-02-04,000270,기아,KOSPI,183636,93860,373232,432364,1669324,425190,4524499,17.5,18.34,595.2
2026-02-18,105560,KB금융,KOSPI,373528,571530,74302,144423,7597509,579996,8671057,24.2,2.53,594.1
2026-02-16,055550,신한지주,KOSPI,681894,496815,224739,773270,8447546,418623,8501590,2.5,25.45,593.6
2026-02-03,005490,POSCO홀딩스,KOSPI,59767,530547,701332,640341,2677407,126819,4576135,13.4,-0.36,588.6
2026-02-22,035720,카카오,KOSPI,73839,362856,535494,756215,8115687,607772,7363203,20.8,3.66,584.6
2026-02-28,105560,KB금융,KOSPI,568746,331581,388548,347368,6666591,623896,3191007,14.8,11.99,581.2
2026-02-18,005490,POSCO홀딩스,KOSPI,522230,626566,343308,703516,2993318,184913,2622046,10.8,22.82,574.7
2026-02-06,068270,셀트리온,KOSPI,499433,192291,534125,240556,1843636,322793,7360307,9.2,10.91,572.5
2026-02-05,000270,기아,KOSPI,596622,558136,707193,300867,5606980,511239,2299954,18.3,3.21,570.2
2026-02-09,028260,삼성물산,KOSPI,449749,454832,745928,733691,3551903,569389,1621086,4.5,28.79,564.8
2026-02-12,068270,셀트리온,KOSPI,139511,147758,502855,151255,7251976,186435,2006313,15.3,14.66,561.5
2026-02-25,012330,현대모비스,KOSPI,552278,379445,236266,467584,6354241,355605,9237735,24.2,22.37,556.2
2026-02-12,006400,삼성SDI,KOSPI,146214,606251,275583,444468,8043620,525682,6719285,5.2,5.91,554.1
2026-02-23,005930,삼성전자,KOSPI,66078,272096,249254,173014,9034958,304377,4431161,10.8,3.38,550.3
2026-02-07,028260,삼성물산,KOSPI,396859,418900,786996,525786,5545223,371517,5217853,6.9,20.24,541.8
2026-02-16,000660,SK하이닉스,KOSPI,191403,116165,529911,88780,5923149,261383,1734947,20.1,26.0,541.8
2026-02-27,005490,POSCO홀딩스,KOSPI,244776,560310,716371,613483,3906397,631868,3799538,13.0,-0.09,540.4
2026-02-17,035420,NAVER,KOSPI,568019,77560,428427,630933,7189302,540110,3177199,15.9,-1.98,533.0
2026-02-16,105560,KB금융,KOSPI,501524,681718,239222,621971,5928582,386814,2721307,3.4,18.13,529.1
2026-02-06,012330,현대모비스,KOSPI,476170,562311,632144,301997,8987516,727278,9234615,12.0,-4.4,511.9
2026-02-20,105560,KB금융,KOSPI,336741,351769,177794,651334,7370211,463697,6790398,23.9,23.16,506.6
2026-02-09,055550,신한지주,KOSPI,448468,382043,707246,561650,1602286,697453,2147909,7.0,18.95,502.3
2026-02-20,006400,삼성SDI,KOSPI,627086,215613,476673,734607,8980915,550641,4346315,19.3,5.05,499.6
2026-02-07,005490,POSCO홀딩스,KOSPI,97726,107174,630238,356327,3118618,718854,9235577,3.9,-4.57,498.1
2026-02-12,035720,카카오,KOSPI,559253,686565,513516,484303,5582979,276040,9595744,4.2,10.05,496.5
2026-02-24,068270,셀트리온,KOSPI,603815,94618,290927,271686,8977571,334263,1781180,23.2,18.96,492.5
2026-02-04,068270,셀트리온,KOSPI,259267,532662,416643,370015,4818418,283752,1397023,17.0,8.95,490.0
2026-02-06,005930,삼성전자,KOSPI,504582,429781,716459,532071,3566765,506641,3955087,18.7,28.79,478.1
2026-02-25,035720,카카오,KOSPI,138813,636716,304533,649743,9742683,227820,7387623,5.5,4.41,475.8
2026-02-14,068270,셀트리온,KOSPI,104909,711532,728748,400905,2105817,395705,2585546,14.6,8.53,452.8
2026-02-25,005380,현대차,KOSPI,203023,116340,225329,505791,5629871,491557,6029008,12.9,-2.31,452.4
2026-02-10,105560,KB금융,KOSPI,101426,685863,570856,350096,4860745,686553,6910964,6.6,1.65,450.9
2026-02-15,105560,KB금융,KOSPI,703064,529318,115858,166242,9385742,675726,9993490,1.9,13.04,438.7
2026-02-06,005380,현대차,KOSPI,422060,320902,406871,343243,5635017,632789,1170307,13.6,1.69,437.9
2026-02-27,000660,SK하이닉스,KOSPI,697351,230908,756309,790282,5990296,694333,2421902,17.3,5.96,434.0
2026-02-17,055550,신한지주,KOSPI,784233,718676,232547,429052,9535505,285134,3036124,24.7,22.72,431.4
2026-02-05,105560,KB금융,KOSPI,227934,740855,138914,347571,9647849,746101,6623525,3.7,28.32,428.8
2026-02-01,000660,SK하이닉스,KOSPI,333060,721088,771590,634004,4684531,767870,6440561,21.3,22.16,420.7
2026-02-25,035420,NAVER,KOSPI,693684,674540,465973,392230,1497036,714926,5585666,19.9,10.77,419.4
2026-02-26,035420,NAVER,KOSPI,96448,640579,726364,760380,7704473,397704,8221845,4.0,-1.55,410.8
2026-02-24,207940,삼성바이오로직스,KOSPI,750674,100871,56693,482424,3306725,711338,4882808,3.1,0.29,406.2
2026-02-22,012330,현대모비스,KOSPI,518127,676822,754667,787449,1816653,306622,1742169,11.0,3.2,404.2
2026-02-07,055550,신한지주,KOSPI,499660,370214,646251,701194,2010496,689244,2664863,23.8,2.27,395.4
2026-02-01,000270,기아,KOSPI,326183,574902,237330,582342,2785277,705674,6007072,21.3,12.77,378.5
2026-02-13,028260,삼성물산,KOSPI,375346,406005,282335,399247,3820798,130089,9564488,16.4,13.57,371.5
2026-02-20,068270,셀트리온,KOSPI,401317,348384,526419,722464,9796605,567904,3251501,21.5,11.38,369.9
